age_discrete,race_adj,educ1,female,income,rvote,year
2,1.0,2,0,3,0.0,1964
3,1.0,2,1,4,1.0,1964
3,1.0,2,0,4,1.0,1964
2,1.0,1,1,3,0.0,1964
3,1.0,2,1,3,0.0,1964
2,1.0,2,0,4,1.0,1964
3,1.0,1,1,1,0.0,1964
3,1.0,2,1,5,0.0,1964
3,1.0,4,0,5,1.0,1964
3,1.0,2,1,4,0.0,1964
3,1.0,2,0,4,1.0,1964
2,1.0,3,0,4,1.0,1964
2,1.0,3,1,5,0.0,1964
2,1.0,2,0,4,1.0,1964
2,1.0,2,1,5,0.0,1964
2,1.0,3,1,4,0.0,1964
4,1.0,2,1,3,0.0,1964
4,1.0,2,1,2,1.0,1964
2,1.0,2,1,4,0.0,1964
3,1.0,2,1,5,0.0,1964
2,1.0,2,1,3,1.0,1964
4,1.0,3,1,1,0.0,1964
3,1.0,1,1,1,0.0,1964
4,2.0,1,1,1,0.0,1964
3,1.0,2,0,3,1.0,1964
3,1.0,1,1,1,0.0,1964
2,1.0,2,1,3,0.0,1964
3,1.0,2,1,2,0.0,1964
2,1.0,2,0,4,1.0,1964
4,1.0,1,1,1,1.0,1964
2,2.0,2,1,3,0.0,1964
2,2.0,2,1,2,0.0,1964
3,1.0,2,1,2,0.0,1964
4,1.0,2,1,1,1.0,1964
3,1.0,2,1,4,0.0,1964
2,1.0,4,0,4,1.0,1964
2,1.0,3,0,4,0.0,1964
3,1.0,1,1,2,0.0,1964
3,1.0,2,1,2,0.0,1964
2,1.0,2,1,3,0.0,1964
3,1.0,1,0,4,0.0,1964
2,1.0,2,0,3,0.0,1964
1,1.0,4,0,3,0.0,1964
3,1.0,3,0,4,1.0,1964
3,1.0,4,1,5,1.0,1964
2,1.0,2,1,3,0.0,1964
2,1.0,2,0,4,0.0,1964
3,1.0,1,1,4,0.0,1964
2,1.0,1,0,4,0.0,1964
3,1.0,2,1,3,0.0,1964
2,1.0,2,1,4,0.0,1964
3,1.0,2,0,4,0.0,1964
3,1.0,1,0,4,0.0,1964
3,1.0,2,1,2,1.0,1964
4,1.0,1,0,1,0.0,1964
3,1.0,2,1,5,0.0,1964
2,1.0,2,1,5,1.0,1964
3,1.0,2,0,4,0.0,1964
3,2.0,4,1,4,0.0,1964
3,2.0,2,1,3,0.0,1964
2,1.0,2,1,3,0.0,1964
4,1.0,1,1,1,1.0,1964
3,1.0,2,1,3,0.0,1964
3,1.0,3,1,5,0.0,1964
4,1.0,1,1,1,0.0,1964
3,2.0,2,1,3,0.0,1964
2,1.0,2,1,4,1.0,1964
1,1.0,2,0,4,1.0,1964
2,1.0,4,0,4,0.0,1964
1,1.0,2,0,1,0.0,1964
4,1.0,2,1,1,0.0,1964
2,2.0,1,1,1,0.0,1964
3,1.0,1,1,2,0.0,1964
3,1.0,2,0,4,0.0,1964
3,1.0,2,0,3,0.0,1964
3,1.0,3,1,3,0.0,1964
1,1.0,2,1,3,1.0,1964
3,1.0,2,1,2,0.0,1964
2,1.0,2,1,2,0.0,1964
1,1.0,2,0,3,0.0,1964
3,1.0,1,0,2,0.0,1964
3,1.0,3,0,2,0.0,1964
3,1.0,2,0,5,1.0,1964
3,1.0,3,0,4,0.0,1964
2,1.0,2,0,4,0.0,1964
1,1.0,2,1,3,0.0,1964
2,1.0,2,1,1,0.0,1964
2,1.0,2,0,3,0.0,1964
2,1.0,2,0,4,1.0,1964
3,1.0,2,1,5,0.0,1964
2,1.0,2,1,4,1.0,1964
3,1.0,1,1,2,1.0,1964
2,1.0,2,1,3,1.0,1964
2,1.0,2,1,3,0.0,1964
2,1.0,2,1,4,0.0,1964
3,2.0,1,1,2,0.0,1964
3,2.0,2,1,2,0.0,1964
3,2.0,1,0,1,0.0,1964
2,1.0,2,0,3,0.0,1964
3,1.0,2,1,4,0.0,1964
2,1.0,2,1,2,0.0,1964
2,1.0,2,1,3,0.0,1964
2,1.0,4,0,4,0.0,1964
3,1.0,1,0,4,0.0,1964
2,1.0,2,1,4,0.0,1964
2,1.0,3,0,4,1.0,1964
1,1.0,2,0,3,0.0,1964
3,1.0,1,0,4,0.0,1964
3,1.0,1,0,1,0.0,1964
3,1.0,4,0,4,1.0,1964
1,1.0,2,1,3,0.0,1964
1,1.0,1,0,3,0.0,1964
2,1.0,2,0,4,0.0,1964
3,1.0,2,0,4,1.0,1964
4,1.0,1,0,1,0.0,1964
3,1.0,2,1,2,1.0,1964
1,1.0,2,1,3,0.0,1964
2,1.0,2,1,4,0.0,1964
3,1.0,3,1,4,0.0,1964
2,1.0,2,1,2,0.0,1964
3,1.0,2,1,3,0.0,1964
3,1.0,2,0,4,0.0,1964
2,1.0,4,1,4,1.0,1964
2,2.0,1,0,2,0.0,1964
3,2.0,2,1,1,0.0,1964
3,1.0,2,0,2,0.0,1964
1,1.0,2,0,2,0.0,1964
1,1.0,2,1,3,1.0,1964
3,1.0,1,0,5,1.0,1964
3,1.0,3,0,3,1.0,1964
2,1.0,2,1,4,1.0,1964
3,1.0,2,1,4,0.0,1964
1,1.0,2,1,4,1.0,1964
3,1.0,4,1,4,1.0,1964
2,1.0,3,1,2,0.0,1964
2,1.0,3,1,4,0.0,1964
1,1.0,4,0,3,1.0,1964
3,1.0,2,1,5,1.0,1964
1,1.0,4,0,4,0.0,1964
3,1.0,4,1,5,1.0,1964
3,1.0,2,0,4,1.0,1964
1,1.0,2,0,2,0.0,1964
3,1.0,2,0,4,1.0,1964
2,1.0,2,0,3,1.0,1964
4,1.0,1,1,4,0.0,1964
2,1.0,1,1,4,0.0,1964
2,1.0,2,1,2,0.0,1964
2,1.0,3,0,3,0.0,1964
3,1.0,2,1,4,0.0,1964
3,1.0,3,0,5,0.0,1964
3,1.0,2,0,4,1.0,1964
4,1.0,2,1,1,0.0,1964
3,1.0,1,0,2,0.0,1964
1,1.0,2,1,2,0.0,1964
2,1.0,2,0,4,0.0,1964
2,2.0,3,1,4,0.0,1964
1,1.0,2,0,4,0.0,1964
3,1.0,2,1,3,0.0,1964
3,2.0,1,1,3,0.0,1964
2,1.0,3,1,5,0.0,1964
2,1.0,2,0,3,0.0,1964
4,1.0,1,1,2,0.0,1964
2,1.0,4,0,3,0.0,1964
3,1.0,2,1,5,0.0,1964
3,1.0,2,1,5,1.0,1964
3,1.0,4,1,4,0.0,1964
1,1.0,3,0,3,1.0,1964
3,1.0,1,0,4,0.0,1964
3,1.0,1,1,1,0.0,1964
3,1.0,1,1,2,0.0,1964
2,1.0,2,1,3,0.0,1964
3,1.0,2,0,4,1.0,1964
2,1.0,2,1,2,0.0,1964
2,2.0,1,0,4,0.0,1964
1,2.0,4,1,4,0.0,1964
3,1.0,2,0,4,0.0,1964
2,1.0,2,0,4,1.0,1964
1,1.0,2,1,4,0.0,1964
4,1.0,1,0,4,0.0,1964
2,1.0,2,0,4,1.0,1964
2,1.0,2,0,3,0.0,1964
3,1.0,1,0,4,1.0,1964
1,2.0,2,1,4,0.0,1964
1,1.0,4,1,3,0.0,1964
3,1.0,2,0,4,0.0,1964
2,2.0,2,1,1,0.0,1964
2,1.0,2,1,3,0.0,1964
2,1.0,2,0,4,1.0,1964
4,1.0,4,1,4,1.0,1964
3,1.0,2,0,4,1.0,1964
3,2.0,2,1,2,0.0,1964
3,1.0,2,1,2,1.0,1964
3,1.0,2,0,5,0.0,1964
1,1.0,2,1,4,0.0,1964
3,1.0,2,1,4,0.0,1964
2,1.0,2,0,4,0.0,1964
3,1.0,1,0,5,0.0,1964
2,1.0,4,0,5,0.0,1964
1,1.0,2,0,4,1.0,1964
1,1.0,4,0,3,0.0,1964
1,1.0,4,1,3,1.0,1964
3,1.0,2,1,4,0.0,1964
1,2.0,2,0,3,0.0,1964
2,1.0,4,0,4,1.0,1964
2,1.0,2,1,4,1.0,1964
2,2.0,2,1,3,0.0,1964
3,2.0,2,1,3,0.0,1964
2,2.0,1,0,3,0.0,1964
4,2.0,1,1,1,0.0,1964
4,2.0,3,1,1,0.0,1964
2,2.0,2,1,3,0.0,1964
4,1.0,3,0,1,0.0,1964
2,1.0,2,1,1,1.0,1964
3,1.0,2,0,4,0.0,1964
3,1.0,1,1,4,0.0,1964
2,1.0,2,0,4,0.0,1964
1,1.0,2,0,3,0.0,1964
1,1.0,2,1,4,1.0,1964
2,1.0,3,1,3,1.0,1964
3,1.0,4,0,4,1.0,1964
3,1.0,2,1,3,0.0,1964
4,1.0,2,1,3,1.0,1964
3,1.0,4,1,5,0.0,1964
2,1.0,4,0,3,0.0,1964
2,1.0,2,1,3,0.0,1964
3,1.0,4,0,3,1.0,1964
2,2.0,3,1,4,0.0,1964
3,1.0,2,1,3,0.0,1964
3,1.0,4,0,4,0.0,1964
3,1.0,2,0,4,0.0,1964
4,2.0,2,1,1,0.0,1964
2,2.0,2,1,1,0.0,1964
2,1.0,2,1,4,0.0,1964
3,2.0,1,0,2,0.0,1964
3,1.0,4,1,5,1.0,1964
2,1.0,4,0,5,1.0,1964
3,1.0,2,0,3,1.0,1964
3,1.0,3,1,5,1.0,1964
4,1.0,2,0,2,0.0,1964
3,1.0,1,0,4,0.0,1964
3,1.0,2,1,1,0.0,1964
1,1.0,2,1,4,0.0,1964
2,1.0,1,0,2,0.0,1964
2,1.0,3,0,4,1.0,1964
3,2.0,1,0,1,0.0,1964
2,1.0,1,1,2,0.0,1964
2,1.0,2,0,4,1.0,1964
3,1.0,2,1,2,0.0,1964
3,2.0,1,1,3,0.0,1964
3,1.0,2,1,4,0.0,1964
2,1.0,3,1,3,1.0,1964
2,1.0,3,1,4,1.0,1964
1,1.0,2,1,3,0.0,1964
1,2.0,2,1,3,0.0,1964
2,2.0,4,1,5,0.0,1964
2,2.0,4,1,4,0.0,1964
4,1.0,1,1,1,0.0,1964
2,1.0,1,1,4,1.0,1964
3,1.0,2,0,3,1.0,1964
3,1.0,1,1,1,0.0,1964
1,1.0,2,0,4,1.0,1964
3,1.0,4,0,4,1.0,1964
3,2.0,2,1,1,0.0,1964
1,2.0,2,1,2,0.0,1964
3,1.0,4,0,5,1.0,1964
2,1.0,4,1,5,1.0,1964
2,1.0,3,1,4,0.0,1964
2,1.0,4,0,5,1.0,1964
2,1.0,4,1,5,0.0,1964
3,1.0,1,0,1,0.0,1964
3,1.0,2,1,3,0.0,1964
1,1.0,4,0,2,1.0,1968
1,1.0,4,0,2,0.0,1968
4,1.0,1,1,1,0.0,1968
4,1.0,1,1,2,1.0,1968
3,1.0,2,0,3,0.0,1968
2,1.0,2,0,4,1.0,1968
2,1.0,2,0,3,1.0,1968
4,1.0,1,1,2,1.0,1968
3,1.0,2,1,2,0.0,1968
3,1.0,2,1,2,1.0,1968
1,1.0,3,1,3,1.0,1968
1,1.0,2,1,2,1.0,1968
3,1.0,2,1,4,1.0,1968
1,1.0,2,1,3,1.0,1968
1,1.0,4,1,4,1.0,1968
3,1.0,2,0,3,1.0,1968
3,1.0,2,1,3,1.0,1968
4,1.0,1,0,2,0.0,1968
3,1.0,1,0,4,0.0,1968
3,1.0,1,0,2,0.0,1968
3,1.0,2,1,3,0.0,1968
3,1.0,2,1,2,0.0,1968
3,1.0,2,1,2,0.0,1968
2,1.0,2,1,4,0.0,1968
3,1.0,3,1,5,0.0,1968
3,1.0,3,1,3,1.0,1968
2,1.0,2,0,3,1.0,1968
4,1.0,2,1,3,1.0,1968
2,1.0,2,1,1,0.0,1968
2,1.0,2,1,1,1.0,1968
2,1.0,4,0,4,0.0,1968
2,1.0,2,1,3,1.0,1968
3,1.0,4,1,3,1.0,1968
4,2.0,1,1,1,0.0,1968
3,1.0,2,1,4,0.0,1968
3,1.0,2,0,2,1.0,1968
4,1.0,3,1,3,1.0,1968
3,1.0,2,0,3,1.0,1968
3,1.0,2,0,4,0.0,1968
2,1.0,2,1,3,0.0,1968
1,1.0,3,0,3,0.0,1968
2,1.0,2,1,4,0.0,1968
3,1.0,4,1,4,1.0,1968
2,1.0,2,0,2,1.0,1968
1,1.0,4,0,4,1.0,1968
2,1.0,2,1,3,1.0,1968
2,1.0,2,1,4,1.0,1968
2,1.0,1,1,3,0.0,1968
1,1.0,2,1,4,0.0,1968
4,1.0,2,1,3,1.0,1968
3,1.0,3,0,3,1.0,1968
3,1.0,3,1,4,0.0,1968
4,2.0,2,1,1,1.0,1968
3,1.0,2,0,3,1.0,1968
3,1.0,2,1,2,1.0,1968
3,1.0,2,1,4,1.0,1968
3,1.0,2,0,3,1.0,1968
3,1.0,2,1,2,0.0,1968
2,1.0,4,1,4,0.0,1968
2,1.0,3,1,5,0.0,1968
3,1.0,4,0,4,1.0,1968
2,1.0,4,1,4,1.0,1968
2,1.0,4,0,4,0.0,1968
3,1.0,1,1,3,0.0,1968
3,1.5,1,1,1,1.0,1968
4,1.0,1,1,2,0.0,1968
2,1.0,2,1,3,0.0,1968
4,1.0,2,1,1,1.0,1968
3,1.0,1,0,5,0.0,1968
1,1.0,3,0,4,1.0,1968
3,1.0,1,0,5,1.0,1968
2,1.0,3,1,4,0.0,1968
2,1.0,4,1,5,1.0,1968
2,1.0,1,0,1,1.0,1968
3,1.0,1,1,1,1.0,1968
3,1.0,2,1,5,0.0,1968
1,1.0,2,1,5,0.0,1968
1,1.0,4,1,4,1.0,1968
2,1.0,3,1,4,0.0,1968
3,1.0,4,0,5,1.0,1968
4,1.0,1,1,1,1.0,1968
2,1.0,4,0,4,0.0,1968
4,1.0,1,0,1,0.0,1968
3,1.0,1,1,3,0.0,1968
2,1.0,2,1,4,0.0,1968
3,2.0,1,0,1,0.0,1968
3,1.0,2,1,4,0.0,1968
3,1.0,2,0,3,0.0,1968
4,1.0,1,0,2,1.0,1968
3,1.0,1,0,4,0.0,1968
2,1.0,2,1,3,1.0,1968
4,1.0,2,1,3,1.0,1968
2,1.0,2,1,3,1.0,1968
2,1.0,4,0,4,0.0,1968
1,1.0,2,0,4,0.0,1968
2,1.0,2,1,4,0.0,1968
4,1.0,2,1,4,1.0,1968
1,1.0,3,1,4,1.0,1968
2,1.0,4,1,3,0.0,1968
3,1.0,4,1,4,1.0,1968
2,1.0,4,0,4,1.0,1968
2,1.0,3,1,4,0.0,1968
1,1.0,2,1,4,1.0,1968
1,1.0,3,1,3,0.0,1968
4,1.0,1,0,2,0.0,1968
4,1.0,2,1,2,1.0,1968
4,1.0,2,1,5,1.0,1968
3,1.0,1,0,4,1.0,1968
2,1.0,2,1,3,1.0,1968
2,1.0,3,1,4,0.0,1968
3,1.0,1,1,4,1.0,1968
3,1.0,2,0,4,0.0,1968
4,1.0,1,1,1,1.0,1968
1,1.0,4,1,4,0.0,1968
3,1.0,3,0,2,1.0,1968
3,1.0,2,1,3,0.0,1968
2,1.0,4,0,4,1.0,1968
3,1.0,2,0,3,0.0,1968
3,1.0,4,1,3,1.0,1968
1,1.0,2,0,3,1.0,1968
4,1.0,1,1,1,1.0,1968
4,1.0,1,0,1,0.0,1968
2,1.0,3,1,4,1.0,1968
3,2.0,2,0,3,0.0,1968
3,1.0,4,1,4,1.0,1968
3,1.0,2,1,3,0.0,1968
2,1.0,3,0,4,1.0,1968
2,1.0,2,1,3,1.0,1968
2,1.0,2,0,2,1.0,1968
3,2.0,2,1,2,0.0,1968
2,2.0,2,0,4,0.0,1968
3,1.0,2,1,2,1.0,1968
3,1.0,2,1,3,1.0,1968
3,1.0,2,1,2,1.0,1968
3,1.0,2,0,4,0.0,1968
2,1.0,1,0,4,0.0,1968
2,2.0,1,1,3,0.0,1968
3,1.0,2,0,3,1.0,1968
1,1.0,3,0,4,0.0,1968
1,1.0,3,1,4,1.0,1968
4,1.0,4,0,2,0.0,1968
3,1.0,2,0,3,0.0,1968
3,1.0,2,1,4,1.0,1968
2,2.0,4,0,4,0.0,1968
4,2.0,2,0,2,0.0,1968
3,1.0,2,0,3,0.0,1968
2,1.0,2,1,3,1.0,1968
4,1.0,1,0,1,1.0,1968
1,1.0,3,1,4,0.0,1968
4,1.0,2,0,2,1.0,1968
2,1.0,2,1,3,0.0,1968
4,1.0,2,1,1,1.0,1968
3,1.0,3,1,3,1.0,1968
3,1.0,2,1,3,1.0,1968
3,1.0,4,0,4,1.0,1968
2,1.0,3,0,4,1.0,1968
2,1.0,2,1,3,0.0,1968
4,1.0,1,0,1,0.0,1968
3,1.0,2,0,2,0.0,1968
4,1.0,1,0,1,1.0,1968
2,1.0,3,1,2,1.0,1968
2,1.0,2,0,3,1.0,1968
3,1.0,2,1,4,0.0,1968
2,1.0,2,0,3,1.0,1968
2,1.0,2,1,4,0.0,1968
3,1.0,4,1,3,1.0,1968
1,1.0,2,0,4,1.0,1968
1,1.0,2,0,3,1.0,1968
2,2.0,4,0,4,0.0,1968
3,1.0,3,1,2,0.0,1968
3,1.0,3,0,3,1.0,1968
3,1.0,3,0,4,1.0,1968
1,1.5,2,1,2,1.0,1968
1,1.0,2,1,4,0.0,1968
2,1.0,2,1,3,0.0,1968
2,1.0,2,1,3,0.0,1968
4,1.0,4,0,4,1.0,1968
1,1.0,2,0,3,1.0,1968
2,1.0,3,1,3,1.0,1968
3,1.0,4,0,4,0.0,1968
2,1.0,2,0,2,0.0,1968
1,1.5,2,0,3,1.0,1968
3,1.0,2,1,3,0.0,1968
3,1.0,3,1,2,1.0,1968
3,1.0,2,1,4,1.0,1968
3,1.0,2,1,3,0.0,1968
1,1.0,2,0,3,0.0,1968
3,1.0,4,1,5,1.0,1968
1,1.0,3,0,3,1.0,1968
3,1.0,1,1,2,0.0,1968
3,1.0,2,0,4,0.0,1968
2,1.0,2,0,3,1.0,1968
4,1.0,4,1,1,0.0,1968
1,1.0,3,1,1,1.0,1968
4,1.0,4,0,2,1.0,1968
3,1.0,2,0,2,1.0,1968
3,1.0,2,1,3,1.0,1968
2,1.0,2,1,3,0.0,1968
2,1.0,2,0,4,1.0,1968
1,1.0,2,1,3,0.0,1968
2,1.0,4,0,4,1.0,1968
2,1.0,4,0,3,1.0,1968
4,1.0,1,0,3,1.0,1968
2,1.0,2,1,3,1.0,1968
2,1.0,4,0,4,0.0,1968
4,1.0,2,1,3,1.0,1968
2,1.0,2,1,3,1.0,1968
2,1.0,2,1,4,0.0,1968
2,1.0,2,1,4,0.0,1968
2,1.0,2,1,4,0.0,1968
3,1.0,2,1,3,0.0,1968
1,1.0,3,1,3,0.0,1968
3,1.0,2,0,4,1.0,1968
1,1.0,2,1,2,0.0,1968
3,1.0,4,1,2,1.0,1968
3,1.0,2,1,4,1.0,1968
1,1.0,3,1,4,1.0,1968
3,1.0,4,0,4,0.0,1968
3,1.0,3,1,5,1.0,1968
2,2.0,2,1,2,0.0,1968
1,2.0,2,1,2,0.0,1968
3,1.0,4,1,5,1.0,1968
3,1.0,2,0,5,1.0,1968
2,1.0,1,0,4,0.0,1968
1,1.0,3,0,1,1.0,1968
3,1.0,1,0,3,0.0,1968
4,1.0,1,1,1,0.0,1968
2,1.0,1,1,2,1.0,1968
1,2.0,2,1,3,0.0,1968
2,1.0,3,1,3,0.0,1968
3,1.0,2,0,4,1.0,1968
3,1.0,3,1,4,1.0,1968
4,1.0,2,1,2,1.0,1968
3,1.0,4,1,4,1.0,1968
2,1.0,2,1,3,1.0,1968
2,1.0,3,1,4,0.0,1968
1,1.0,2,1,2,0.0,1968
2,1.0,2,1,3,1.0,1968
1,1.0,2,0,3,1.0,1968
4,1.0,1,1,1,1.0,1968
1,1.0,3,1,3,0.0,1968
3,1.0,2,1,3,0.0,1968
1,1.0,1,0,1,0.0,1968
1,1.0,3,0,3,1.0,1968
4,1.0,2,0,3,1.0,1968
3,1.0,3,0,4,1.0,1968
1,1.0,4,1,4,0.0,1968
3,1.0,2,0,4,1.0,1968
3,1.0,3,0,2,1.0,1968
2,2.0,1,0,3,0.0,1968
3,1.0,3,1,3,1.0,1968
2,1.0,2,1,2,1.0,1968
3,1.0,2,0,3,1.0,1968
2,1.0,2,0,5,1.0,1968
1,1.0,4,0,4,1.0,1968
2,1.0,2,0,3,1.0,1968
2,1.0,2,1,4,0.0,1968
3,1.0,1,0,4,1.0,1968
3,1.0,2,1,3,1.0,1968
2,2.0,2,0,4,0.0,1968
2,1.0,2,1,4,1.0,1968
1,1.0,2,0,2,1.0,1968
2,1.0,4,0,4,1.0,1968
1,1.0,4,0,3,1.0,1968
1,1.0,4,1,3,1.0,1968
4,1.0,3,0,2,0.0,1968
3,1.0,4,1,4,1.0,1968
4,1.0,4,1,3,0.0,1968
4,1.0,4,0,4,1.0,1968
3,1.0,1,0,3,0.0,1968
2,1.0,2,1,2,1.0,1968
4,1.0,1,1,1,0.0,1968
1,1.0,3,0,1,1.0,1968
3,1.0,2,1,3,0.0,1968
3,2.0,1,1,3,0.0,1968
4,1.0,2,1,2,0.0,1968
2,2.0,3,0,3,0.0,1968
4,1.0,1,0,1,1.0,1968
2,1.0,4,1,4,0.0,1968
3,1.0,3,0,3,0.0,1968
3,1.0,4,0,4,1.0,1968
2,1.0,2,0,3,1.0,1968
1,1.0,2,1,1,0.0,1968
4,1.0,2,1,2,1.0,1968
3,2.0,2,1,1,0.0,1968
2,2.0,2,0,4,0.0,1968
2,2.0,2,1,2,0.0,1968
4,1.0,2,0,1,0.0,1968
1,1.0,4,1,3,0.0,1968
2,1.0,2,1,4,0.0,1968
1,1.0,4,1,2,1.0,1968
2,1.0,4,0,4,0.0,1968
2,1.0,2,1,3,1.0,1968
3,1.0,2,1,4,1.0,1968
4,1.0,1,1,2,1.0,1968
2,2.0,2,1,1,0.0,1968
3,2.0,4,1,4,0.0,1968
2,2.0,3,1,3,0.0,1968
1,1.0,4,0,4,1.0,1968
3,1.0,2,0,3,1.0,1968
3,1.0,4,0,4,1.0,1968
4,1.0,4,1,1,1.0,1968
4,1.0,1,1,1,1.0,1968
2,1.0,2,0,3,0.0,1968
3,1.0,2,0,3,0.0,1968
3,1.0,3,0,2,1.0,1968
2,2.0,2,1,2,0.0,1968
1,2.0,2,0,1,0.0,1968
2,2.0,2,1,1,0.0,1968
2,2.0,2,1,3,0.0,1968
2,1.0,4,1,4,1.0,1968
3,1.0,2,1,4,0.0,1968
4,1.0,1,1,2,0.0,1968
4,1.0,2,1,1,0.0,1968
3,1.0,4,1,3,1.0,1968
2,1.0,2,0,3,1.0,1968
4,1.0,2,1,2,1.0,1968
1,1.0,3,0,4,0.0,1968
3,1.0,3,1,4,1.0,1968
4,1.0,1,0,1,0.0,1968
3,1.0,2,1,3,1.0,1968
2,2.0,2,1,2,0.0,1968
3,1.0,2,1,4,1.0,1968
3,1.0,3,1,4,1.0,1968
2,2.0,2,0,3,0.0,1968
3,1.0,2,1,4,0.0,1968
3,1.0,2,1,1,0.0,1968
3,1.0,2,1,3,1.0,1968
2,1.0,3,0,4,0.0,1968
1,1.0,2,0,3,1.0,1968
2,1.0,2,1,3,0.0,1968
1,1.0,3,0,3,1.0,1968
3,1.0,4,1,4,1.0,1968
3,1.0,4,1,4,0.0,1968
3,1.0,2,0,3,0.0,1968
1,1.0,2,1,3,1.0,1968
1,1.0,2,1,3,0.0,1968
3,1.0,2,1,3,0.0,1968
3,1.0,2,1,4,0.0,1968
2,1.0,4,0,3,1.0,1968
3,2.0,1,1,1,0.0,1968
3,1.0,2,1,1,1.0,1968
3,1.0,2,1,5,0.0,1968
2,1.0,2,0,3,0.0,1968
3,1.0,1,1,3,0.0,1968
2,2.0,1,0,3,0.0,1968
2,2.0,2,1,3,0.0,1968
2,2.0,2,1,4,0.0,1968
1,2.0,2,1,4,0.0,1968
4,1.0,4,0,5,1.0,1968
2,1.0,4,1,4,1.0,1968
3,1.0,2,1,4,1.0,1968
1,1.0,2,0,4,1.0,1968
2,1.0,2,1,2,1.0,1968
2,1.0,4,1,4,1.0,1968
3,1.0,3,1,3,1.0,1968
2,1.0,4,0,4,0.0,1968
2,1.0,2,0,5,1.0,1968
2,1.0,2,1,4,0.0,1968
1,1.0,4,1,4,0.0,1968
1,1.0,4,0,5,0.0,1968
2,1.0,2,0,3,0.0,1968
2,1.0,2,1,4,0.0,1968
3,1.0,2,1,3,0.0,1968
1,1.0,3,0,3,1.0,1968
4,1.0,3,1,2,0.0,1968
3,1.0,1,1,3,1.0,1968
2,1.0,2,1,4,0.0,1968
3,1.0,3,1,3,1.0,1968
3,1.0,2,0,5,1.0,1968
2,1.0,3,0,5,1.0,1968
1,1.0,2,0,3,0.0,1968
2,1.0,2,0,3,0.0,1968
2,1.0,4,1,5,1.0,1968
2,1.0,4,1,5,1.0,1968
3,1.0,1,1,5,1.0,1968
4,1.0,4,0,5,1.0,1968
2,1.0,2,1,3,0.0,1968
2,1.0,2,1,3,1.0,1968
1,1.0,3,0,1,1.0,1968
2,1.0,4,1,4,1.0,1968
2,1.0,2,1,4,1.0,1968
3,1.0,1,1,3,1.0,1968
3,1.0,4,1,2,1.0,1968
3,1.0,2,0,2,1.0,1968
4,1.0,1,0,3,0.0,1968
3,1.0,2,1,2,1.0,1968
3,1.0,3,0,4,0.0,1968
3,1.0,3,0,4,1.0,1968
4,1.0,1,1,2,1.0,1968
3,1.0,3,1,3,1.0,1968
3,1.0,2,1,3,0.0,1968
2,1.0,3,1,4,1.0,1968
2,1.0,4,0,4,1.0,1968
4,1.0,2,1,1,1.0,1968
2,1.0,3,1,4,1.0,1968
3,1.0,2,1,4,0.0,1968
1,1.0,3,1,1,0.0,1968
1,1.0,4,0,3,1.0,1968
2,1.0,2,0,3,0.0,1968
2,1.0,4,0,5,1.0,1968
4,1.0,1,0,1,0.0,1968
2,1.0,3,0,4,0.0,1968
1,1.0,4,1,2,1.0,1968
3,1.0,2,1,2,1.0,1968
2,1.0,2,0,3,1.0,1968
2,1.0,2,0,4,0.0,1968
3,1.0,2,1,4,1.0,1968
2,1.0,3,1,3,1.0,1968
3,1.0,2,1,5,1.0,1968
1,1.0,3,1,3,1.0,1968
2,2.0,1,1,1,0.0,1968
3,1.0,2,1,3,1.0,1968
2,1.0,3,1,2,0.0,1968
2,1.0,2,0,3,0.0,1968
4,2.0,2,1,1,1.0,1968
4,1.0,3,1,3,1.0,1968
1,1.0,3,0,1,1.0,1968
3,1.0,4,0,4,1.0,1968
4,1.0,4,0,5,1.0,1968
3,1.0,2,0,4,1.0,1968
4,1.0,1,0,3,1.0,1968
2,1.0,2,0,4,0.0,1968
2,1.0,3,0,4,0.0,1968
3,1.0,2,1,4,0.0,1968
3,2.0,1,1,1,0.0,1968
1,1.0,2,1,3,1.0,1968
2,1.0,2,0,3,1.0,1968
2,1.0,3,1,4,1.0,1968
2,1.0,4,1,3,0.0,1968
1,1.0,3,0,3,1.0,1968
3,1.0,2,0,4,1.0,1968
3,1.0,3,0,4,0.0,1968
1,1.0,2,1,4,1.0,1968
2,1.0,4,0,4,1.0,1968
1,1.0,3,1,3,1.0,1968
3,1.0,2,1,3,1.0,1968
3,1.0,4,1,4,1.0,1968
3,1.0,4,0,4,1.0,1968
2,1.0,4,0,4,1.0,1968
2,1.0,1,1,1,0.0,1968
3,1.0,1,1,2,1.0,1968
2,1.0,3,1,4,1.0,1968
1,1.0,3,0,4,0.0,1968
3,1.0,1,1,1,0.0,1968
2,1.0,2,1,3,0.0,1968
2,1.0,2,1,3,0.0,1968
4,2.0,2,0,2,0.0,1968
4,2.0,2,1,3,0.0,1968
2,1.0,2,1,4,1.0,1968
2,1.0,4,0,4,1.0,1968
3,1.0,2,1,2,1.0,1968
3,1.0,3,1,2,1.0,1968
3,2.0,1,0,1,0.0,1968
2,1.0,2,1,3,1.0,1968
1,1.0,3,0,4,0.0,1968
3,1.0,1,0,3,1.0,1968
2,2.0,2,0,3,0.0,1968
3,1.0,2,1,1,1.0,1968
1,1.0,2,0,4,0.0,1968
3,1.0,2,1,5,0.0,1968
2,1.0,2,1,3,0.0,1968
2,1.0,2,1,3,1.0,1968
3,1.0,2,0,4,1.0,1968
